doi,title,abstract,class
10.1051/parasite/200108s2081,Sylvatic trichinellosis in Texas,there are no published reports of domestic or sylvatic trichinellosis in texas the aim of the present survey was to determine the presence of trichinella species in selected representative species of potential wildlife reservoirs in southern texas in 1998 99 tongues of 211 wild mammals were collected in southern texas 154 coyotes canis latrans three bobcats lynx rufus 32 racoons procyon lotor 13 opossum didelphis marsupialis four ocelots leopardus pardalis and five wild boars sus scrofa presence of trichinella sp larvae was investigated by artificial digestion and larvae of positive samples were identified at the species level by a multiple polymerase chain reaction analysis nine 5 8 coyotes had trichinellosis in the muscles of seven of these coyotes the larvae were identified as trichinella murrelli this is the first report of sylvatic trichinellosis in texas,parasite
10.1016/j.vetpar.2008.10.003,"The molecular epidemiology of Cryptosporidium and Giardia infections in coyotes from Alberta, Canada, and observations on some cohabiting parasites",coyotes from southern alberta and saskatchewan canada were examined for the presence of giardia and cryptosporidium and cohabiting helminths toxascaris was present in over 90 of the 70 animals examined and taenia sp in 6 5 25 of the two groups of animals studied giardia 12 5 21 7 and cryptosporidium 0 17 4 were also common and molecular characterisation revealed both zoonotic and host adapted genotypes of giardia whereas the cryptosporidium proved to be a variant of the canine species c canis the seasonal variation observed in the occurrence of cryptosporidium may be related to stress induced shedding of the parasite,parasite
10.7589/0090-3558-41.3.542,EXTRINSIC FACTORS SIGNIFICANTLY AFFECT PATTERNS OF DISEASE IN FREE-RANGING AND CAPTIVE CHEETAH (ACINONYX JUBATUS) POPULATIONS,the cheetah acinonyx jubatus has been considered a paradigm for disease vulnerability due to loss of genetic diversity this species monomorphism has been suspected to be the basis for their general poor health and dwindling populations in captivity north american and south african captive populations have high prevalences of hepatic veno occlusive disease glomerulosclerosis gastritis and systemic amyloidosis diseases that are rare in other species unusually severe inflammatory reactions to common infectious agents have also been documented in captive cheetahs the current study compared disease prevalences in free ranging namibian cheetahs with those in two captive populations of similar ages the occurrence of diseases in the free ranging population was determined from 49 necropsies and 27 gastric biopsies obtained between 1986 and 2003 and compared with prevalences in 147 north american and 80 south african captive cheetahs except for two cheetahs the free ranging population was in robust health with only mild lesions present in contrast with significantly higher prevalences in the captive populations despite widespread heavy helicobacter colonization in wild cheetahs only 3 of the free ranging population had moderate to severe gastritis in contrast with 64 of captive cheetahs no severe inflammatory reactions to viral infections were detected in the free ranging animals because free ranging namibian cheetahs are as genetically impoverished as captive cheetahs these findings caution against attributing loss of fitness solely to genetic factors and attest to the fundamental importance of extrinsic factors in wildlife health,parasite
10.7589/0090-3558-31.3.331,EPIZOOTIC HEMORRHAGIC DISEASE VIRUS AND BLUETONGUE VIRUS SEROTYPE DISTRIBUTION IN WHITE-TAILED DEER IN GEORGIA,serum samples collected from 1 396 white tailed deer odocoileus virginianus in five areas of georgia usa from 1989 to 1991 were tested for precipitating and serum neutralizing sn antibodies to the enzootic north american epizootic hemorrhagic disease virus ehdv and bluetongue virus btv serotypes precipitating antibodies to the ehdv or btv serogroups as detected by agar gel immunodiffusion agid tests were present in 35 29 and 39 of deer sampled in 1989 1990 and 1991 respectively significant differences p 0 05 in precipitating antibody prevalence were detected between physiographic regions during all years antibody prevalence consistently was highest in deer sampled from the coastal plain 77 followed by the piedmont 33 ridge and valley 29 barrier island 5 and blue ridge 2 regions all agid positive samples were tested by sn tests for antibodies against all north american ehdv and btv serotypes ehdv serotypes 1 and 2 btv serotypes 2 10 11 13 and 17 criteria for previous exposure to a specific serotype were either detection of monospecific results or clusters of positive results against that serotype serologic evidence of previous exposure to ehdv serotypes 1 and 2 and btv serotypes 11 and 13 was detected during all years predominant serotypes varied among years in general evidence of exposure to ehdv serotype 2 appeared annually while exposure to btv serotype 13 and ehdv serotype 1 decreased and increased respectively to determine serotype diversity prior to 1989 134 agid positive white tailed deer serum samples collected from 1967 to 1988 also were tested by sn evidence of exposure to ehdv serotypes 1 and 2 and btv serotypes 11 13 and 17 was detected,parasite
10.2307/3285168,Molting of Gnathostoma doloresi (Nematoda: Gnathostomatoidea) in the Definitive Host,premolt molting and postmolt worms of gnathostoma doloresi nematoda gnathostomatoidea recovered from the stomach wall of naturally infected wild boars sus scrofa leucomystax in miyazaki japan were examined morphologically the only molt observed was that from the advanced third stage to the adult stage it is strongly suggested that the gnathostomes molt only once in the definitive host,parasite
10.1016/0168-1702(95)00081-x,Nucleotide and deduced amino acid sequences of the M and S genome segments of a Swedish Puumala virus isolate,the swedish puumala puu virus strain vindeln 83 l20 isolated from a bank vole trapped in 1983 near vindeln vã sterbotten county sweden was characterized by nucleotide sequence analysis the coding region of the m segment was determined by pcr followed by direct sequencing and the entire s segment was characterized by cloning and nucleotide sequence analysis the genomic organization was found to be very similar to that of other puu virus strains regarding open reading frames polypeptide sizes and potential glycosylation sites according to phylogenetic analysis 83 l20 was found to represent a new lineage within the puumala virus serotype in the hantavirus genus the m segment sequence of 83 l20 was found to be more closely related to the finnish puu virus strains than to strains from central europe or from russia the evolutionary origin of the s segment was not as clearly resolved since the branching points of all puu virus strains in the phylogenetic tree were nearly the same ,parasite
10.1007/s00248-013-0257-5,Identification of Bacterial Infection in Neotropical Primates,emerging infectious diseases usually arise from wild animal populations in the present work we performed a screening for bacterial infection in natural populations of new world primates the blood cell bulk dnas from 181 individuals of four platyrrhini genera were pcr screened for eubacterial 16s rrna genes bacteria were detected and identified in 13 distinct individuals of alouatta belzebul alouatta caraya and cebus apella monkeys from geographically distant regions in the states of mato grosso and par brazil sequence analyses showed that these platyrrhini bacteria are closely related not only to human pathogens pseudomonas spp but also to pseudomonas simiae and sheep acari infecting pseudomonas spp the identified pseudomonas possibly represents a group of bacteria circulating in natural monkey populations,parasite
10.1006/viro.1995.0071,Naturally Occurring Sin Nombre Virus Genetic Reassortants,genetic reassortment has been shown to play an important role in the evolution of several segmented rna viruses and in the epidemiology of associated diseases sin nombre sn virus is the cause of hantavirus pulmonary syndrome throughout the western united states like other hantaviruses it possesses a genome consisting of three negative sense rna segments s m and l recent analysis has demonstrated the presence of at least three different hantaviruses in nevada and eastern california including sn prospect hill like and el moro canyon like viruses in addition two distinct lineages of sn virus can be found in peromyscus maniculatus rodents sometimes in close proximity trapped at study sites in this region data obtained by phylogenetic analysis of sequence differences detected among the s m and l genome segments of these sn viruses are consistent with reassortment having taken place between sn virus genetic variants the results suggest that m and to a lesser extent s or l genome segment flow occurs within sn virus populations in p maniculatus in this region no reassortment was detected between sn virus and other hantavirus types present in the area this finding suggests that as genetic distance increases the frequency of formation of viable reassortants decreases or that hantaviruses which are primarily maintained in different rodent hosts rarely have the opportunity to genetically interact ,parasite
10.1645/ge-436r.1,HELMINTHS IN SYMPATRIC POPULATIONS OF MOUNTAIN REEDBUCK (REDUNCA FULVORUFULA) AND GRAY RHEBOK (PELEA CAPREOLUS) IN SOUTH AFRICA,helminths of mountain reedbuck redunca fulvorufula fulvorufula and gray rhebok pelea capreolus were investigated in south africa between june 1999 and february 2002 forty one mountain reedbuck were culled at sterkfontein dam nature reserve over 8 different periods and 25 mountain reedbuck were culled at tussen die riviere nature reserve over 3 different periods a total of 17 kinds of helminths were found at the 2 sites including 15 nematodes 1 trematode and 1 cestode at sterkfontein the most prevalent and abundant species were cooperia yoshidai longistrongylus schrenki and haemonchus contortus with the latter 2 being more abundant during november december than at other times of the year probably because infective larvae increased on pasture at that time no statistical differences were found in parasite loads between male and female mountain reedbuck no correlation was found between fecal egg counts and adult worm counts or between parasite counts and body condition at tussen die riviere helminths in mountain reedbuck were less prevalent and abundant than at sterkfontein the most important species were nematodirus spathiger trichostrongylus falculatus and cooperia rotundispiculum four gray rhebok died of natural causes at sterkfontein from which 5 kinds of helminths were recovered including c yoshidai and paracooperioides peleae,parasite
10.3923/pjbs.2007.2208.2212,"Epidemiological Studies of Intestinal Helminthes and Malaria among Children in Lagos, Nigeria",of the 1177 randomly surveyed children 46 8 had parasitic infections four types of helminthes ascaris lumbricoides 29 7 trichuris trichiura 18 4 hookworm 0 7 strongyloides stercoralis 0 3 and the malarial stages trophozoites 34 3 and gametocytes 2 0 highest prevalence of 58 25 was observed in the 0 2 years both ascaris and plasmodium had peak intensities in children aged 2 4 years another peak for ascaris in 8 10 years old there was positive correlation between the age groups and the prevalence of a lumbricoides and t trichiura both p 0 05 difference in other parasites were not significant males had higher prevalence of 52 8 than females 45 8 difference in prevalence between sexes was only significant in ascariasis p 0 05 pit latrine users were the most infected 51 43 while the water closet users were the least 33 28 children who drank well water regularly had the highest infection rate 43 5 intensity of malaria was highest in children whose families used nets only lowest in those who combined insecticides coils and nets sixty seven percent of infected cases were single infections while 29 were mixed infections,parasite
10.7589/0090-3558-42.1.182,Serological Survey of Toxoplasma gondii Infection in Free-ranging Eurasian Lynx (Lynx lynx) from Sweden,to investigate the prevalence of toxoplasma gondii infection in free ranging eurasian lynx lynx lynx in sweden serosanguinous fluids and feces were collected from 207 carcasses of lynx killed or found dead from 1996 to 1998 sera were tested for antibodies against t gondii by the direct agglutination test and 156 75 4 of the sera tested positive at antibody titers or 40 antibody prevalence was significantly lower in lynx originating from the northern parts of sweden than in lynx from the more southern regions that are more densely populated by humans age related differences also were found with a significantly lower prevalence 55 in juvenile 1 yr old than in subadult and adult animals 82 there was no significant difference in seroprevalence between males and females oocysts typical of t gondii were not detected in any of the fecal samples,parasite
10.3201/eid0808.010494,"Genetic Characterization of Hantaviruses Transmitted by the Korean Field Mouse (<i>Apodemus peninsulae)</i>, Far East Russia",in an epizootiologic survey of 122 rodents captured in vladivostok russia antibodies positive for hantavirus were found in apodemus peninsulae 4 70 a agrarius 1 39 and clethrionomys rufocanus 1 8 the hantavirus sequences identified in two seropositive a peninsulae and two patients with hemorrhagic fever with renal syndrome hfrs from the primorye region of far east russia were designated as solovey and primorye respectively the nucleotide sequences of the solovey primorye and amur obtained through genbank sequences were closely related 92 identity solovey and primorye sequences shared 84 nucleotide identity with the prototype hantaan 76 118 phylogenetic analysis also indicated a close relationship between solovey primorye amur and other viruses identified in russia china and korea our findings suggest that the korean field mouse a peninsulae is the reservoir for a hantavirus that causes hfrs over a vast area of east asia including far east russia ,parasite
10.7589/0090-3558-37.3.626,Otodectic Otoacariasis in Free-Ranging Eurasian Lynx in Sweden,an infestation with otodectes cynotis the ear mite of cats and dogs was observed in three free ranging eurasian lynx lynx lynx killed in sweden the ear canals were obstructed by waxy secretions and exfoliated epithelium histologically there were hyperkeratosis and acanthosis and the epithelial surface was overlained by hyperkeratotic and parakeratotic crusts with mites mite detritus and cerumen in the subcutis there was a slight to moderate infiltration of lymphocytes and macrophages the ceruminous glands were bypertrophic and hyperplastic and there was also an hyperplasia of the sebaceous glands the lesions seemed to correlate with the degree of infestation to our knowledge this is the first report of otoacariasis in free ranging lynx,parasite
10.1007/pl00008534,Status and origin of Haemonchinae (Nematoda: Trichostrongylidae) in deer: a survey conducted in France from 1985 to 1998,during our investigations on helminthofauna in roe deer capreolus capreolus and red deer cervus elaphus in france 1985 1998 we isolated nematodes not only of the genus haemonchus cobb 1898 but also of the genus ashworthius le roux 1930 both of which belong to the same subfamily of haemonchinae the prevalence of ashworthius was 22 65 294 in roe deer and 40 10 25 in red deer h contortus was not found in red deer whereas its prevalence was only 3 9 294 in roe deer these data contrast with those observed in other european countries the presence of a sidemi in red and roe deers in france suggests a case of parasitism imported via sika deer a hypothesis of their spread is proposed,parasite
10.7589/0090-3558-21.3.219,"PREVALENCE AND ULTRASTRUCTURE OF THREE TYPES OF SARCOCYSTIS IN MULE DEER, ODOCOILEUS HEMIONUS (RAFINESQUE), IN MONTANA",infection with sarcocystis protozoa sarcocystidae was diagnosed in 130 of 153 85 samples of muscle from mule deer around bozeman montana three structurally distinct mature and microscopic sarcocysts with characteristic cyst walls were found cyst walls of type i sarcocysts were about 2 microns thick and had characteristic inverted tee shaped villar projections these cysts were considered to be s hemionilatrantis hudkins and kistner 1976 cyst walls in type ii sarcocysts were thick walled about 7 microns and their villar projections were 6 7 x 1 1 micron the core of the villar projections consisted of granular material and some filamentous structures bradyzoites were 11 6 x 2 8 microns and were tightly packed in compartments cyst walls of type iii sarcocysts were also thick walled about 9 microns but the villar projections were 8 5 x 4 7 microns bradyzoites were 13 x 3 3 microns and were loosely arranged in compartments,parasite
10.1097/00007890-200004150-00037,SUSCEPTIBILITY OF CHACMA BABOONS (PAPIO URSINUS ORIENTALIS) TO INFECTION BY HEPATITIS B VIRUS,because baboons are being considered as a source of xenografts for human liver transplantation in patients with hepatitis b virus hbv induced cirrhosis to forestall infection of the graft by the virus we undertook a study to ascertain if baboons are resistant to hbv infection,parasite
10.7589/0090-3558-32.2.322,ISOLATION OF PASTEURELLA SPP. FROM FREE-RANGING AMERICAN BISON (BISON BISON),from november 1991 through march 1992 nasal and pharyngeal swab samples were collected from 45 bison bison bison from yellowstone national park montana usa and cultured for pasteurella spp thirteen isolates of pasteurella spp were recovered from 10 22 of the animals ten isolates were from pharyngeal samples in contrast to three isolates from nasal samples pasteurella haemolytica six biotype t two biotype a and two biotype 3 was the predominant pasteurella species five biotype t isolates were serotype 4 and the sixth agglutinated in antisera 3 4 and 10 both biotype a isolates were untypable with antisera to recognized type strains pasteurella multocida was isolated from the pharyngeal samples of one animal two isolates could not be identified to species,parasite
10.1002/ajpa.21098,"Ecology of the gastrointestinal parasites ofColobus vellerosusat Boabeng-Fiema, Ghana: Possible anthropozoonotic transmission",parasite richness and prevalence in wild animals can be used as indicators of population and ecosystem health in this study the gastrointestinal parasites of ursine colobus monkeys colobus vellerosus at the boabeng fiema monkey sanctuary bfms ghana were investigated bfms is a sacred grove where monkeys and humans have long lived in relatively peaceful proximity fecal samples n 109 were collected opportunistically from 27 adult and subadult males in six bisexual groups and one all male band from july 2004 to august 2005 using fecal floatation we detected three protozoans two entamoeba sp isospora sp five nematodes ascaris sp enterobius sp trichuris sp two strongyle sp and one digenean trematode using fluorescein labeled antibodies we detected an additional protozoan giardia sp and with pcr techniques we characterized this as g duodenalis assemblage b and also identified a protistan blastocystis sp subtype 2 the most prevalent parasite species were g duodenalis and trichuris sp parasites were more prevalent in the long wet season than the long dry parasite prevalence did not vary by age and average parasite richness did not differ by rank for males whose status remained unchanged however males that changed rank tended to show higher average parasite richness when they were lower ranked individuals that spent more time near human settlements had a higher prevalence of isospora sp that morphologically resembled the human species i belli the presence of this parasite and g duodenalis assemblage b indicates possible anthropozoonotic and or zoonotic transmission between humans and colobus monkeys at this site,parasite
10.1128/jvi.76.8.3765-3773.2002,Analysis of Hantavirus Genetic Diversity in Argentina: S Segment-Derived Phylogeny,nucleotide sequences were determined for the complete s genome segments of the six distinct hantavirus genotypes from argentina and for two cell culture isolated andes virus strains from chile phylogenetic analysis indicates that although divergent from each other all argentinian hantavirus genotypes group together and form a novel phylogenetic clade with the andes virus the previously characterized south american hantaviruses laguna negra virus and rio mamore virus make up another clade that originates from the same ancestral node as the argentinian chilean viruses within the clade of argentinian chilean viruses three subclades can be defined although the branching order is somewhat obscure these are made of i lechiguanas like virus genotypes ii maciel virus and pergamino virus genotypes and iii strains of the andes virus two hantavirus genotypes from brazil araraquara and castello dos sonhos were found to group with maciel virus and andes virus respectively the nucleocapsid protein amino acid sequence variability among the members of the argentinian chilean clade does not exceed 5 8 it is especially low 3 5 among oryzomyine species associated virus genotypes suggesting recent divergence from the common ancestor interestingly the maciel and pergamino viruses fit well with the rest of the clade although their hosts are akodontine rodents taken together these data suggest that under conditions in which potential hosts display a high level of genetic diversity and are sympatric host switching may play a prominent role in establishing hantavirus genetic diversity however cospeciation still remains the dominant factor in the evolution of hantaviruses ,parasite
10.1186/1746-6148-5-42,Performance of TB immunodiagnostic tests in Eurasian badgers (Meles meles) of different ages and the influence of duration of infection on serological sensitivity,in parts of great britain and ireland eurasian badgers meles meles constitute a reservoir of mycobacterium bovis infection and a potential source of infection for cattle in vitro diagnostic tests for live badgers are an important component of strategies to control tb in this species immunological tests have been developed for badgers although little is known about the influence of the age of the animal on test performance to address this we evaluated the performance of three immunological tests for badgers with respect to the age of the animal the brock test and brocktb stat pak serological tests and the recently developed interferon gamma enzyme immunoassay ifngamma eia data published elsewhere suggested that seropositivity was associated with more progressive forms of tb in the badger to gain further evidence for this we used longitudinal data from a well studied population of badgers to test for an association between the sensitivity of the brock test and the duration of tb infection,parasite
10.1016/j.parint.2019.101972,"Eucoleus garfiai (G�llego et Mas-Coma, 1975) (Nematoda: Capillariidae) infection in wild boars (Sus scrofa leucomystax) from the Amakusa Islands, Japan",we examined lingual tissues of japanese wild boars sus scrofa leucomystax captured in the amakusa islands off the coast of kumamoto prefecture one hundred and forty wild boars were caught in 11 different locations in kamishima n 36 and shimoshima n 104 in the amakusa islands japan between january 2016 and april 2018 lingual tissues were subjected to histological examinations where helminths and their eggs were observed in the epithelium of 51 samples 36 4 no significant differences in prevalence were observed according to maturity sex or capture location lingual tissues positive for helminth infection were randomly selected and intact male and female worms were collected for morphological measurements based on the host species site of infection and morphological details we identified the parasite as eucoleus garfiai g llego et mas coma 1975 moravec 1982 syn capillaria garfiai this is the first report from outside europe of e garfiai infection in wild boars phylogenetic analysis of the parasite using the 18s ribosomal rna gene sequence confirmed that the parasite grouped with other eucoleus species providing additional nucleotide sequence for this genus since wild boar populations are widely distributed in japan continuing surveys on the epidemiology of the parasite and identifying possible intermediate host candidates are crucial for elucidating the transmission route of the parasite,parasite
10.1007/s00705-021-05005-1,"Emergent chikungunya fever and vertical transmission in Yunnan Province, China, 2019",during the dengue epidemic in yunnan province china during 2019 a concurrent outbreak of chikungunya occurred in the city of ruili which is located in the southwest of the province adjacent to myanmar as part of this outbreak three neonatal cases of infection with indigenous chikungunya virus from mother to child vertical transmission were observed isolates of chikungunya virus were obtained from 37 serum samples of patients with chikungunya during this outbreak and a phylogenetic analysis of these isolates revealed that they belong to the indian ocean subclade of the east central south african genotype the e1 genes of these viruses did not harbor the a226v mutation,parasite
10.1128/jcm.02005-06,Worldwide Occurrence of Feline Hemoplasma Infections in Wild Felid Species,while hemoplasma infections in domestic cats are well studied almost no information is available on their occurrence in wild felids the aims of the present study were to investigate wild felid species as possible reservoirs of feline hemoplasmas and the molecular characterization of the hemoplasma isolates blood samples from the following 257 wild felids were analyzed 35 iberian lynxes from spain 36 eurasian lynxes from switzerland 31 european wildcats from france 45 lions from tanzania and 110 brazilian wild felids including 12 wild felid species kept in zoos and one free ranging ocelot using real time pcr feline hemoplasmas were detected in samples of the following species iberian lynx eurasian lynx european wildcat lion puma oncilla geoffroy s cat margay and ocelot candidatus mycoplasma haemominutum was the most common feline hemoplasma in iberian lynxes eurasian lynxes serengeti lions and brazilian wild felids whereas candidatus mycoplasma turicensis was the most prevalent in european wildcats hemoplasma coinfections were frequently observed hemoplasma infection was associated with species and free ranging status of the felids in all animals and with feline leukemia virus provirus positive status in european wildcats phylogenetic analyses of the 16s rrna and the partial rnase p gene revealed that most hemoplasma isolates exhibit high sequence identities to domestic cat derived isolates although some isolates form different subclusters within the phylogenetic tree in conclusion 9 out of 15 wild felid species from three different continents were found to be infected with feline hemoplasmas the effect of feline hemoplasma infections on wild felid populations needs to be further investigated,parasite
10.1177/0340035212472462,User-centered decision making: a new model for developing academic library services and systems,this longitudinal study tracks us and uk participants shifts in their motivations and forms of engagement with technology and information as they transition between four educational stages the quantitative and qualitative methods including ethnographic methods that devote individual attention to the subjects yield a very rich data set enabling multiple methods of analysis instead of reporting general information seeking habits and technology use this study explores how the subjects get their information based on the context and situation of their needs during an extended period of time identifying if and how their behaviors change,unknown
10.3390/app11031100,"A Hybrid Wind Power Forecasting Model with XGBoost, Data Preprocessing Considering Different NWPs",in recent years wind energy has become a competitively priced source of energy around the world which has created increasing challenges for system operators accurate wind power generation forecasting plays an important role in power systems to improve the reliable and efficient operation therefore numerous artificial intelligent methods such as machine learning and deep learning have been considered as solutions for accurate wind power forecasts in addition to deterministic forecasting the probabilistic forecasting becomes more important because it indicates the level of uncertainty in this paper a hybrid forecasting model considering different numerical weather prediction nwp models and the xgboost training model is proposed for short term wind power forecasting the proposed forecasting algorithm includes data preprocessing in which an autoencoder model is used to reduce the dimension of 20 nwp ensembles the performance of the proposed method is investigated using historical wind power measurements and nwp results by the taiwan central weather bureau cwb the nwp includes spot wind speeds from wrfd rwrf and ensemble wind speeds from weps based on the forecasting results the proposed model produces better performance and forecasting accuracy among other forecasting models which reveals the importance of data preprocessing using autoencoders and the use of deep learning models in deterministic or probabilistic forecasts,unknown
10.1083/jcb.150.6.1399,Assembly of the Dystrophin-Associated Protein Complex Does Not Require the Dystrophin Cooh-Terminal Domain,dystrophin is a multidomain protein that links the actin cytoskeleton to laminin in the extracellular matrix through the dystrophin associated protein dap complex the cooh terminal domain of dystrophin binds to two components of the dap complex syntrophin and dystrobrevin to understand the role of syntrophin and dystrobrevin we previously generated a series of transgenic mouse lines expressing dystrophins with deletions throughout the cooh terminal domain each of these mice had normal muscle function and displayed normal localization of syntrophin and dystrobrevin since syntrophin and dystrobrevin bind to each other as well as to dystrophin we have now generated a transgenic mouse deleted for the entire dystrophin cooh terminal domain unexpectedly this truncated dystrophin supported normal muscle function and assembly of the dap complex these results demonstrate that syntrophin and dystrobrevin functionally associate with the dap complex in the absence of a direct link to dystrophin we also observed that the dap complexes in these different transgenic mouse strains were not identical instead the dap complexes contained varying ratios of syntrophin and dystrobrevin isoforms these results suggest that alternative splicing of the dystrophin gene which naturally generates cooh terminal deletions in dystrophin may function to regulate the isoform composition of the dap complex,unknown
10.5194/angeo-24-1175-2006,Enhanced gravity-wave activity and interhemispheric coupling during the MaCWAVE/MIDAS northern summer program 2002,abstract we present new sensitivity experiments that link observed anomalies of the mesosphere and lower thermosphere at high latitudes during the macwave midas summer program 2002 to enhanced planetary rossby wave activity in the austral winter troposphere we employ the same general concept of a gcm having simplified representations of radiative and latent heating as in a previous study by becker et al 2004 in the present version however the model includes no gravity wave gw parameterization instead we employ a high vertical and a moderate horizontal resolution in order to describe gw effects explicitly this is supported by advanced nonlinear momentum diffusion schemes that allow for a self consistent generation of inertia and mid frequency gws in the lower atmosphere their vertical propagation into the mesosphere and lower thermosphere and their subsequent dissipation which is induced by prescribed horizontal and vertical mixing lengths as functions of height the main anomalies in northern summer 2002 consist of higher temperatures than usual above 82 km an anomalous eastward mean zonal wind between 70 and 90 km an altered meridional flow enhanced turbulent dissipation below 80 km and enhanced temperature variations associated with gws these signals are all reasonably described by differences between two long integration perpetual model runs one with normal july conditions and another run with modified latent heating in the tropics and southern hemisphere to mimic conditions that correspond to the unusual austral winter 2002 the model response to the enhanced winter hemisphere rossby wave activity has resulted in both an interhemispheric coupling through a downward shift of the gw driven branch of the residual circulation and an increased gw activity at high summer latitudes thus a quantitative explanation of the dynamical state of the northern mesosphere and lower thermosphere during june august 2002 requires an enhanced lorenz energy cycle and correspondingly enhanced gw sources in the troposphere which in the model show up in both hemispheres,unknown
10.1200/jco.2009.27.15_suppl.6546,Time interval between final protocol approval (FPA) and inclusion of the first patient into randomized clinical trials (RCTs) performed by the Central European Cooperative Oncology Group (CECOG): A 10-year experience,6546 background cecog has been formed in 1999 to unite centers of clinical oncology from central and southeastern europe and israel in order to conduct and coordinate multicenter oncology rcts based on the european legislation passed in 2001 directive 2001 20 ec clinical trials must get ethical approval and approval from the competent authorities ca however the duration of these regulatory procedures to initiate a clinical trial is a factor determining the competitive position in clinical research methods within the last 10 years cecog conducted trials in breast colorectal esophago gastric nsclc pancreatic prostate cancer and gist we analyzed the dates of fpa the approvals by ethics review boards erb and cas the letters of agreement between sponsor and site loa the site initiation and the inclusion of the first patient in a total of 6 multicenter trials in 25 cecog study centers in austria bosnia bulgaria croatia the czech republic hungary israel poland romania serbia and slovakia results the average time interval from fpa to the inclusion of the first patient was 18 4 9 4 months most of this time has been spent for regulatory procedures i e the approval by erbs 9 6 7 2 months and cas 10 0 6 6 months the loa were signed 11 5 9 4 months after fpa the time interval from approval by the cas to site initiation was 3 3 3 7 months and the interval between site initiation and the inclusion of the first patient was 4 2 4 5 months conclusions the paper to patient process the time interval between the approval of the final study protocol and the inclusion of the first patient required 18 4 months on average in 6 multicenter trials conducted by cecog as the regulatory procedures used up more than 50 of duration of the whole process optimization is necessary and realistic in order to make novel therapies available to patients more quickly no significant financial relationships to disclose,unknown
10.52589/bjeldp-m7ictguz,"Evaluation of the Teaching Behaviours of Biology Teachers in Secondary Schools in Orlu Lga, Imo State",an evaluation of the teaching behaviours of biology teachers in secondary schools in orlu lga imo state was carried out using descriptive survey design 194 respondents from sss3 were used for the study they were drawn from two boys schools one girls school and one mixed school 94 male students and 100 female students a five point likert questionnaire was used for data collection the questionnaire consisted of 28 items drawn from the activities of teaching behaviours as regards the teachers presentation of subject matter class control and personality attributes data were analysed using mean scores standard deviation and t test statistics for hypothesis test results showed that biology teachers in orlu local government area performed to a very high extent in all the activities of teaching behaviours with respect to the concepts examined male and female students differed significantly p lt 0 05 in the mean response ratings of the teaching behaviours of biology teachers since biology teachers in orlu local government area performed satisfactorily to a very high extent in their teaching behaviours it implies that they are very conversant with the biology curriculum being used in secondary schools and should be commended it is recommended that there should be periodic seminars and workshops geared towards improving teachers efficiency with respect to all the teaching behaviour concepts so as to maintain good biology achievement amongst the students,unknown
10.1159/000103114,Carotid Intima-Media Thickness and Risk of Cardiovascular Events in High-Risk Patients,lt i gt background and purpose lt i gt there is epidemiological evidence that increased carotid intima media thickness imt is a predictor of cardiovascular disease cvd events however the significance of carotid imt in high risk patients in whom risk factors are managed clinically has not been adequately investigated the purpose of this study was to determine the usefulness of carotid imt measurement in such patients lt i gt methods lt i gt the study comprised 900 outpatients with cardiovascular risk factors or established atherosclerosis carotid imt was calculated as the mean bilateral imt of the common carotid artery bifurcation and internal carotid artery baseline vascular risk factors medications and history of cvd were recorded at the time of enrollment the incidence of cvd events was determined prospectively lt i gt results lt i gt during a mean follow up period of 2 6 years there were 64 cvd events the relative risk rr of a cvd event increased with increased imt association between cvd events and carotid imt was significant after adjustment for risk factors and history of cvd showing an increased risk per imt tertile from the middle tertile rr 2 5 95 confidence interval ci 1 0 6 3 to the highest rr 3 6 95 ci 1 4 9 0 when patients with a history of cvd were excluded n 574 the predictive value of imt was significant even after adjustment for risk factors hazard ratio per 1 sd imt increase was 1 57 95 ci 1 11 2 20 lt i gt conclusions lt i gt carotid imt is an independent predictor of vascular events in high risk patients in whom risk factors are managed clinically,unknown
10.1017/s1355617718000255,Assessment of Executive Functions in Preschool Children With Sickle Cell Anemia,abstractobjectives children with sickle cell anemia sca are commonly reported to experience executive dysfunction however the development of executive function ef in preschool age children without stroke in this patient population has not been investigated so it is unclear when and how these deficits emerge methods this case control study examines the feasibility of assessing the early development of executive functioning in 22 preschool children years with sca in the domains of processing speed working memory attention inhibitory control and cognitive flexibility as well as everyday function in comparison to matched control children results a pattern of potential deficits in early emerging executive skills was observed in the domains of inhibitory control and cognitive flexibility parents reported no differences for everyday ef and no significant differences were observed for working memory and processing speed conclusions results suggest that deficits in everyday executive difficulties working memory and processing speed as commonly reported for older children with sca may not yet have emerged at this early developmental stage despite specific deficits in cognitive flexibility and inhibitory control on behavioral measures the feasibility of using available executive measures with preschool age children to characterize the development of early ef skills is discussed jins 2018 24 949 954,unknown
10.1139/t91-090,The role that fracture plays during ice failure,brittle fracture of ice plays an extremely interesting and complex role in the ice failure process this paper provides a general overview of the behavior and structure of ice on both the microscopic and macroscopic levels the idea that the failure load on any type of ice is dependent on the load path that the ice experiences prior to failure is discussed this paper also provides a general overview of the different fracture mechanisms that occur during ice failure and introduces a new concept for describing the crushing process key words ice fracture brittle failure ice structure interaction ice strength new crushing concept microcrack macrocrack,unknown
